gt_id,startts,endts,mac_fix,sn_fix,software_version_fix,ioboard_fix
3,2019-06-02 00:58:22,2019-06-02 00:58:24,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:00:00,2019-06-02 01:00:04,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 00:59:57,2019-06-02 00:59:58,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 00:59:24,2019-06-02 00:59:24,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:01:06,2019-06-02 01:01:15,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:01:06,2019-06-02 01:01:09,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:00:27,2019-06-02 01:00:34,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:02:06,2019-06-02 01:02:15,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:02:08,2019-06-02 01:02:09,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:01:30,2019-06-02 01:01:39,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:03:15,2019-06-02 01:03:22,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:03:13,2019-06-02 01:03:23,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:02:39,2019-06-02 01:02:44,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:04:18,2019-06-02 01:04:23,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:04:13,2019-06-02 01:04:21,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:03:40,2019-06-02 01:03:40,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:05:22,2019-06-02 01:05:28,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:05:19,2019-06-02 01:05:22,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:04:43,2019-06-02 01:04:46,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:06:24,2019-06-02 01:06:33,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:06:25,2019-06-02 01:06:25,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:05:52,2019-06-02 01:05:57,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:07:26,2019-06-02 01:07:31,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:07:32,2019-06-02 01:07:33,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:06:53,2019-06-02 01:07:00,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:08:31,2019-06-02 01:08:34,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:08:38,2019-06-02 01:08:47,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:07:54,2019-06-02 01:08:03,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:09:32,2019-06-02 01:09:36,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:09:42,2019-06-02 01:09:51,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:08:56,2019-06-02 01:09:04,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:10:34,2019-06-02 01:10:35,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:10:47,2019-06-02 01:10:52,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:10:01,2019-06-02 01:10:02,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:11:40,2019-06-02 01:11:48,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:11:49,2019-06-02 01:11:57,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:11:06,2019-06-02 01:11:14,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:12:44,2019-06-02 01:12:50,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:12:58,2019-06-02 01:13:07,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:12:12,2019-06-02 01:12:17,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:13:54,2019-06-02 01:14:00,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:14:07,2019-06-02 01:14:08,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:13:13,2019-06-02 01:13:19,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:15:00,2019-06-02 01:15:01,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:15:14,2019-06-02 01:15:15,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:14:23,2019-06-02 01:14:27,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:16:06,2019-06-02 01:16:11,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:16:22,2019-06-02 01:16:30,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:15:31,2019-06-02 01:15:35,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:17:11,2019-06-02 01:17:13,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:17:31,2019-06-02 01:17:38,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:16:40,2019-06-02 01:16:40,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:18:12,2019-06-02 01:18:19,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:18:34,2019-06-02 01:18:44,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:17:41,2019-06-02 01:17:43,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:19:19,2019-06-02 01:19:28,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:19:39,2019-06-02 01:19:45,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:18:46,2019-06-02 01:18:55,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:20:23,2019-06-02 01:20:28,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:20:44,2019-06-02 01:20:49,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:19:55,2019-06-02 01:20:04,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:21:25,2019-06-02 01:21:25,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:21:52,2019-06-02 01:21:53,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:21:02,2019-06-02 01:21:03,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:22:31,2019-06-02 01:22:35,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:22:53,2019-06-02 01:23:03,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:22:09,2019-06-02 01:22:13,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:23:34,2019-06-02 01:23:42,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:23:58,2019-06-02 01:24:00,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:23:14,2019-06-02 01:23:20,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:24:42,2019-06-02 01:24:51,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:25:07,2019-06-02 01:25:13,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:24:21,2019-06-02 01:24:31,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:25:45,2019-06-02 01:25:48,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:26:07,2019-06-02 01:26:16,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:25:23,2019-06-02 01:25:24,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:26:54,2019-06-02 01:27:01,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:27:10,2019-06-02 01:27:16,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:26:28,2019-06-02 01:26:32,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:27:58,2019-06-02 01:28:01,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:28:16,2019-06-02 01:28:16,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:27:37,2019-06-02 01:27:45,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:29:01,2019-06-02 01:29:07,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:29:23,2019-06-02 01:29:31,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:28:39,2019-06-02 01:28:40,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:30:01,2019-06-02 01:30:02,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:30:32,2019-06-02 01:30:40,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:29:48,2019-06-02 01:29:55,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:31:08,2019-06-02 01:31:10,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:31:34,2019-06-02 01:31:43,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:30:52,2019-06-02 01:30:58,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:32:14,2019-06-02 01:32:18,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:32:41,2019-06-02 01:32:51,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:31:53,2019-06-02 01:31:58,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:33:14,2019-06-02 01:33:16,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:33:43,2019-06-02 01:33:51,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:33:02,2019-06-02 01:33:02,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:34:17,2019-06-02 01:34:23,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:34:50,2019-06-02 01:34:53,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:34:02,2019-06-02 01:34:06,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:35:23,2019-06-02 01:35:24,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:35:50,2019-06-02 01:35:58,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:35:06,2019-06-02 01:35:15,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:36:31,2019-06-02 01:36:33,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:36:54,2019-06-02 01:36:55,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:36:10,2019-06-02 01:36:12,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:37:32,2019-06-02 01:37:41,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:38:04,2019-06-02 01:38:04,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:37:19,2019-06-02 01:37:21,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:38:36,2019-06-02 01:38:44,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:39:14,2019-06-02 01:39:23,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:38:27,2019-06-02 01:38:36,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:39:37,2019-06-02 01:39:39,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:40:17,2019-06-02 01:40:19,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:39:30,2019-06-02 01:39:33,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:40:44,2019-06-02 01:40:52,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:41:19,2019-06-02 01:41:28,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:40:38,2019-06-02 01:40:44,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:41:50,2019-06-02 01:41:51,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:42:28,2019-06-02 01:42:30,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:41:42,2019-06-02 01:41:51,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:42:52,2019-06-02 01:42:57,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:43:36,2019-06-02 01:43:45,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:42:43,2019-06-02 01:42:46,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:43:57,2019-06-02 01:44:01,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:44:42,2019-06-02 01:44:45,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:43:51,2019-06-02 01:43:53,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:44:58,2019-06-02 01:45:06,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:45:52,2019-06-02 01:45:58,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:44:59,2019-06-02 01:45:06,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:46:06,2019-06-02 01:46:16,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:46:53,2019-06-02 01:46:55,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:46:02,2019-06-02 01:46:10,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:47:10,2019-06-02 01:47:16,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:47:59,2019-06-02 01:48:07,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:47:07,2019-06-02 01:47:15,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:48:10,2019-06-02 01:48:15,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:49:04,2019-06-02 01:49:08,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:48:12,2019-06-02 01:48:16,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:49:16,2019-06-02 01:49:16,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:50:12,2019-06-02 01:50:17,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:49:19,2019-06-02 01:49:21,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:50:18,2019-06-02 01:50:21,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:51:15,2019-06-02 01:51:23,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:50:19,2019-06-02 01:50:27,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:51:24,2019-06-02 01:51:25,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:52:22,2019-06-02 01:52:24,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:51:27,2019-06-02 01:51:29,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:52:25,2019-06-02 01:52:27,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:53:26,2019-06-02 01:53:27,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:52:29,2019-06-02 01:52:36,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:53:30,2019-06-02 01:53:32,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:54:30,2019-06-02 01:54:36,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:53:30,2019-06-02 01:53:33,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:54:37,2019-06-02 01:54:41,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:55:36,2019-06-02 01:55:38,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:54:34,2019-06-02 01:54:42,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:55:42,2019-06-02 01:55:51,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:56:44,2019-06-02 01:56:46,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:55:36,2019-06-02 01:55:37,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:56:43,2019-06-02 01:56:43,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:57:50,2019-06-02 01:57:51,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:56:40,2019-06-02 01:56:47,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:57:52,2019-06-02 01:57:59,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:58:53,2019-06-02 01:58:54,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:57:40,2019-06-02 01:57:49,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 01:58:55,2019-06-02 01:58:59,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 01:59:57,2019-06-02 02:00:07,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:58:42,2019-06-02 01:58:50,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:00:01,2019-06-02 02:00:07,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:01:01,2019-06-02 02:01:08,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 01:59:49,2019-06-02 01:59:50,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:01:11,2019-06-02 02:01:12,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:02:02,2019-06-02 02:02:11,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:00:54,2019-06-02 02:00:56,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:02:12,2019-06-02 02:02:17,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:03:08,2019-06-02 02:03:15,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:02:01,2019-06-02 02:02:10,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:03:15,2019-06-02 02:03:15,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:04:15,2019-06-02 02:04:18,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:03:08,2019-06-02 02:03:09,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:04:17,2019-06-02 02:04:23,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:05:17,2019-06-02 02:05:17,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:04:14,2019-06-02 02:04:16,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:05:27,2019-06-02 02:05:28,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:06:17,2019-06-02 02:06:20,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:05:20,2019-06-02 02:05:21,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:06:34,2019-06-02 02:06:35,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:07:24,2019-06-02 02:07:31,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:06:26,2019-06-02 02:06:31,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:07:38,2019-06-02 02:07:45,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:08:26,2019-06-02 02:08:30,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:07:26,2019-06-02 02:07:29,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:08:40,2019-06-02 02:08:47,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:09:32,2019-06-02 02:09:42,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:08:33,2019-06-02 02:08:39,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:09:44,2019-06-02 02:09:47,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:10:33,2019-06-02 02:10:36,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:09:38,2019-06-02 02:09:38,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:10:50,2019-06-02 02:10:59,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:11:37,2019-06-02 02:11:41,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:10:44,2019-06-02 02:10:45,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:11:56,2019-06-02 02:12:03,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:12:37,2019-06-02 02:12:41,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:11:45,2019-06-02 02:11:49,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:12:56,2019-06-02 02:13:03,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:13:44,2019-06-02 02:13:44,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:12:45,2019-06-02 02:12:49,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:13:56,2019-06-02 02:14:04,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:14:50,2019-06-02 02:14:54,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:13:47,2019-06-02 02:13:56,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:15:01,2019-06-02 02:15:03,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:15:58,2019-06-02 02:16:01,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:14:53,2019-06-02 02:14:58,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:16:08,2019-06-02 02:16:17,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:17:00,2019-06-02 02:17:07,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:15:55,2019-06-02 02:16:00,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:17:18,2019-06-02 02:17:22,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:18:04,2019-06-02 02:18:05,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:17:00,2019-06-02 02:17:03,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:18:26,2019-06-02 02:18:30,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:19:10,2019-06-02 02:19:12,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:18:04,2019-06-02 02:18:07,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:19:35,2019-06-02 02:19:42,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:20:17,2019-06-02 02:20:20,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:19:10,2019-06-02 02:19:17,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:20:37,2019-06-02 02:20:37,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:21:20,2019-06-02 02:21:29,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:20:18,2019-06-02 02:20:24,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:21:38,2019-06-02 02:21:43,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:22:24,2019-06-02 02:22:26,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:21:26,2019-06-02 02:21:28,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:22:46,2019-06-02 02:22:50,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:23:33,2019-06-02 02:23:36,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:22:32,2019-06-02 02:22:37,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:23:55,2019-06-02 02:24:00,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:24:35,2019-06-02 02:24:40,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:23:37,2019-06-02 02:23:45,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:24:55,2019-06-02 02:25:00,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:25:44,2019-06-02 02:25:45,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 02:24:38,2019-06-02 02:24:40,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 02:25:57,2019-06-02 02:26:03,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 02:26:45,2019-06-02 02:26:48,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
